"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2023","AQS","160010010","1","5.1","ug/m3 LC","21","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/06/2023","AQS","160010010","1","8.6","ug/m3 LC","36","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/09/2023","AQS","160010010","1","1.2","ug/m3 LC","5","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/12/2023","AQS","160010010","1","1.1","ug/m3 LC","5","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/15/2023","AQS","160010010","1","2.2","ug/m3 LC","9","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/18/2023","AQS","160010010","1","2.2","ug/m3 LC","9","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/21/2023","AQS","160010010","1","6.6","ug/m3 LC","28","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/24/2023","AQS","160010010","1","12","ug/m3 LC","50","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/27/2023","AQS","160010010","1","4.4","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/30/2023","AQS","160010010","1","5.2","ug/m3 LC","22","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/02/2023","AQS","160010010","1","7.9","ug/m3 LC","33","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/05/2023","AQS","160010010","1","2.2","ug/m3 LC","9","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/08/2023","AQS","160010010","1","4","ug/m3 LC","17","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/11/2023","AQS","160010010","1","11.7","ug/m3 LC","49","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/14/2023","AQS","160010010","1","1.6","ug/m3 LC","7","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/17/2023","AQS","160010010","1","5.8","ug/m3 LC","24","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/20/2023","AQS","160010010","1","6.8","ug/m3 LC","28","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/23/2023","AQS","160010010","1","2.2","ug/m3 LC","9","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/26/2023","AQS","160010010","1","4.9","ug/m3 LC","20","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/01/2023","AQS","160010010","1","1.4","ug/m3 LC","6","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/04/2023","AQS","160010010","1","3.4","ug/m3 LC","14","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/07/2023","AQS","160010010","1","1.6","ug/m3 LC","7","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/10/2023","AQS","160010010","1","1","ug/m3 LC","4","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/13/2023","AQS","160010010","1","1.2","ug/m3 LC","5","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/16/2023","AQS","160010010","1","2.7","ug/m3 LC","11","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/19/2023","AQS","160010010","1","4.3","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/22/2023","AQS","160010010","1","3.2","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/25/2023","AQS","160010010","1","1.4","ug/m3 LC","6","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/28/2023","AQS","160010010","1","1.9","ug/m3 LC","8","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/31/2023","AQS","160010010","1","2.2","ug/m3 LC","9","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/03/2023","AQS","160010010","1","1","ug/m3 LC","4","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/06/2023","AQS","160010010","1","2","ug/m3 LC","8","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/09/2023","AQS","160010010","1","3.1","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/12/2023","AQS","160010010","1","2.6","ug/m3 LC","11","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/15/2023","AQS","160010010","1","3.1","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/18/2023","AQS","160010010","1","2.5","ug/m3 LC","10","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/21/2023","AQS","160010010","1","2.4","ug/m3 LC","10","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/24/2023","AQS","160010010","1","1.9","ug/m3 LC","8","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/27/2023","AQS","160010010","1","4.4","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/30/2023","AQS","160010010","1","6.5","ug/m3 LC","27","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/03/2023","AQS","160010010","1","8.4","ug/m3 LC","35","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/06/2023","AQS","160010010","1","1.5","ug/m3 LC","6","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/09/2023","AQS","160010010","1","1.9","ug/m3 LC","8","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/12/2023","AQS","160010010","1","6.3","ug/m3 LC","26","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/15/2023","AQS","160010010","1","4.7","ug/m3 LC","20","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/18/2023","AQS","160010010","1","5","ug/m3 LC","21","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/21/2023","AQS","160010010","1","11.7","ug/m3 LC","49","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/24/2023","AQS","160010010","1","4.7","ug/m3 LC","20","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/27/2023","AQS","160010010","1","4.4","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/30/2023","AQS","160010010","1","5.1","ug/m3 LC","21","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/05/2023","AQS","160010010","1","2.9","ug/m3 LC","12","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/11/2023","AQS","160010010","1","4.7","ug/m3 LC","20","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/14/2023","AQS","160010010","1","2.8","ug/m3 LC","12","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/17/2023","AQS","160010010","1","10.6","ug/m3 LC","44","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/20/2023","AQS","160010010","1","2.7","ug/m3 LC","11","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/23/2023","AQS","160010010","1","3.7","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/26/2023","AQS","160010010","1","4.4","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/29/2023","AQS","160010010","1","4.3","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88101","PM2.5 - Local Conditions","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/01/2023","AQS","160010010","7","4.3","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/02/2023","AQS","160010010","7","4.4","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/03/2023","AQS","160010010","7","5.2","ug/m3 LC","22","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/04/2023","AQS","160010010","7","6.9","ug/m3 LC","29","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/05/2023","AQS","160010010","7","5.2","ug/m3 LC","22","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/06/2023","AQS","160010010","7","8.7","ug/m3 LC","36","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/07/2023","AQS","160010010","7","4.3","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/08/2023","AQS","160010010","7","3.5","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/09/2023","AQS","160010010","7","2.5","ug/m3 LC","10","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/10/2023","AQS","160010010","7","5.2","ug/m3 LC","22","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/11/2023","AQS","160010010","7","6.2","ug/m3 LC","26","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/12/2023","AQS","160010010","7","2.2","ug/m3 LC","9","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/13/2023","AQS","160010010","7","3.6","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/14/2023","AQS","160010010","7","1.9","ug/m3 LC","8","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/15/2023","AQS","160010010","7","3.3","ug/m3 LC","14","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/16/2023","AQS","160010010","7","5.6","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/17/2023","AQS","160010010","7","5.4","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/18/2023","AQS","160010010","7","3","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/19/2023","AQS","160010010","7","3.5","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/20/2023","AQS","160010010","7","5.5","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/21/2023","AQS","160010010","7","6.8","ug/m3 LC","28","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/22/2023","AQS","160010010","7","8.1","ug/m3 LC","34","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/23/2023","AQS","160010010","7","7.5","ug/m3 LC","31","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/24/2023","AQS","160010010","7","12","ug/m3 LC","50","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/25/2023","AQS","160010010","7","9.2","ug/m3 LC","38","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/26/2023","AQS","160010010","7","8.7","ug/m3 LC","36","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/27/2023","AQS","160010010","7","5.4","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/28/2023","AQS","160010010","7","5.2","ug/m3 LC","22","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/29/2023","AQS","160010010","7","3.2","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/30/2023","AQS","160010010","7","4.7","ug/m3 LC","20","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"01/31/2023","AQS","160010010","7","3.8","ug/m3 LC","16","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/01/2023","AQS","160010010","7","6.9","ug/m3 LC","29","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/02/2023","AQS","160010010","7","7.2","ug/m3 LC","30","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/03/2023","AQS","160010010","7","13.3","ug/m3 LC","54","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/04/2023","AQS","160010010","7","14.1","ug/m3 LC","55","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/05/2023","AQS","160010010","7","3.5","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/06/2023","AQS","160010010","7","3.7","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/07/2023","AQS","160010010","7","4.5","ug/m3 LC","19","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/08/2023","AQS","160010010","7","5.4","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/09/2023","AQS","160010010","7","3.7","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/10/2023","AQS","160010010","7","4","ug/m3 LC","17","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/11/2023","AQS","160010010","7","11.3","ug/m3 LC","47","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/12/2023","AQS","160010010","7","8.2","ug/m3 LC","34","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/13/2023","AQS","160010010","7","4.5","ug/m3 LC","19","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/14/2023","AQS","160010010","7","3.3","ug/m3 LC","14","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/15/2023","AQS","160010010","7","3.8","ug/m3 LC","16","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/16/2023","AQS","160010010","7","3.8","ug/m3 LC","16","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/17/2023","AQS","160010010","7","5.5","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/18/2023","AQS","160010010","7","7.2","ug/m3 LC","30","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/19/2023","AQS","160010010","7","10.7","ug/m3 LC","45","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/20/2023","AQS","160010010","7","7.6","ug/m3 LC","32","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/21/2023","AQS","160010010","7","3.4","ug/m3 LC","14","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/22/2023","AQS","160010010","7","3","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/23/2023","AQS","160010010","7","2.8","ug/m3 LC","12","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/24/2023","AQS","160010010","7","3.9","ug/m3 LC","16","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/25/2023","AQS","160010010","7","4.3","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/26/2023","AQS","160010010","7","5.5","ug/m3 LC","23","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/27/2023","AQS","160010010","7","3.9","ug/m3 LC","16","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/28/2023","AQS","160010010","7","3.3","ug/m3 LC","14","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/01/2023","AQS","160010010","7","4","ug/m3 LC","17","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/02/2023","AQS","160010010","7","4.4","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/03/2023","AQS","160010010","7","4.2","ug/m3 LC","18","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/04/2023","AQS","160010010","7","5","ug/m3 LC","21","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/05/2023","AQS","160010010","7","3.4","ug/m3 LC","14","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/06/2023","AQS","160010010","7","3.8","ug/m3 LC","16","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/07/2023","AQS","160010010","7","3.1","ug/m3 LC","13","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/08/2023","AQS","160010010","7","3.6","ug/m3 LC","15","Meridian - St. Luke's","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
